ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Authors,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate.1,SE.1,t-stats.1,z-stats.1,p-value.1,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),Unnamed: 25,Unnamed: 26,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All.1,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,TotalObs,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text).1,Midyear.1,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.013,0.007,,,,22.0,0.013,0.007,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.3,0.7000000000000001,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p22: meeting t = 0 on whether the proposal passed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,p22: meeting t = 0 on whether the proposal passed,p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,p22: antitakeover proposals: meeting t = 0 on whether the proposal passed,1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.0,0.006,,,,22.0,0.0,0.006,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.04,0.6,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"One day later, t+1",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"One day later, t+1",p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,"p22: antitakeover proposals: One day later, t+1",1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.01,0.009,,,,22.0,0.01,0.009,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.0,0.8999999999999999,0.0,0.0,2.0,7.0,6.0,,0.0,2.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Days t+2 to t+7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Days t+2 to t+7,p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,p22: antitakeover proposals: Days t+2 to t+7,1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.012,0.006,,,,22.0,0.012,0.006,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.2,0.6,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p22: other - Day of vote, t",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"p22: other - Day of vote, t",p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,"p22: other - Day of vote, t",1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.011,0.005,,,,22.0,0.011,0.005,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.0999999999999999,0.5,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p22: other - One day later, t+1",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"p22: other - One day later, t+1",p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,"p22: other - One day later, t+1",1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.0,0.01,,,,22.0,0.0,0.01,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.04,1.0,0.0,0.0,2.0,7.0,6.0,,0.0,2.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,p22: other - Days t+2 to t+7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p22: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,p22: other - Days t+2 to t+7,p22,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,11884.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2018,US,1.0,11884,p22: other - Days t+2 to t+7,1.0,0.0,0.0,0.0,p22: simple model,1.0,p22: st errors are clustered by firm,,0.0,0.0,0.0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.021,0.01,,,,24.0,0.021,0.01,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,2.1,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p24: meeting t = 0 on whether the proposal passed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,p24: meeting t = 0 on whether the proposal passed,p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.001,0.008,,,,24.0,0.001,0.008,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.1,0.8,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"One day later, t+1",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"One day later, t+1",p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.019,0.01,,,,24.0,0.019,0.01,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.9,1.0,0.0,0.0,2.0,7.0,6.0,,0.0,2.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Days t+2 to t+7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Days t+2 to t+7,p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.009,0.008,,,,24.0,0.009,0.008,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.8999999999999999,0.8,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Day of vote, t, Other",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Day of vote, t, Other",p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.012,0.007,,,,24.0,0.012,0.007,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.2,0.7000000000000001,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"One day later, t+1 - other",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"One day later, t+1 - other",p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.004,0.011,,,,24.0,0.004,0.011,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.4,1.0999999999999999,0.0,0.0,2.0,7.0,6.0,,0.0,2.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Days t+2 to t+7 - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Days t+2 to t+7 - other,p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,5919.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2019,US,1.0,5919,High ownership concentration,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.025,0.01,,,,24.0,0.025,0.01,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,2.5,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p24: meeting t = 0 on whether the proposal passed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,p24: meeting t = 0 on whether the proposal passed,p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,2579.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2020,US,1.0,2579,Active sharehold,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.004,0.007,,,,24.0,0.004,0.007,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,0.4,0.7000000000000001,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"One day later, t+1",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"One day later, t+1",p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,2579.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2020,US,1.0,2579,Active sharehold,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
50.0,Rovnice,0.0,0.0,1.0,Cunat,2012.0,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1.0,The Journal of Finance,0.01,0.011,,,,24.0,0.01,0.011,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1.0,1.0,1.0999999999999999,0.0,0.0,2.0,7.0,6.0,,0.0,2.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Days t+2 to t+7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,p24: Governance Proposals - antitakeover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Days t+2 to t+7,p24,not mentoned,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p7: governance proposals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2007.0,,,2002.0,,2579.0,1.0,0.0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2020,US,1.0,2579,Active sharehold,1.0,0.0,0.0,0.0,p24: simple model,1.0,p24: st errors are clustered by firm,,0.0,0.0,1.0,"p24: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0.0,0.0,1.0,0.0,2.279,404.0,2010.0,US,2002.0,US2002,1.0,0.0,0.0,0.0,5.0,0.05,1.435955,101.07906386375014,0.07347028882413695,0.0
