obs,study,rg,lib,lib_cum,n,k,df,authaff,panel,endo,fixed,start,end,lagdep,speed,lags,time,wb,ebrd,comb,other,lii,lie,lip,av,cli,margeff,ic,ic12,nic,stabil,nstab,infl,inst,ninst,fact,nfact,pubpr,journal,lgoog_pa,lgoog_tot
1,1,,,4.699999809265137,26,4,22,0,0,0,0,1989,1994,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3.4918346405029297,6.028278350830078
2,2,,2.859999895095825,,60,5,55,0,1,0,0,1992,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2.131627321243286,4.653960227966309
3,3,,3.5399999618530273,,75,4,71,0,1,0,1,1992,1994,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,3.4701902866363525,6.079933166503906
4,4,,,0.36000001430511475,26,5,21,1,0,1,0,1991,1995,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2.4142889976501465,4.72738790512085
5,4,,,0.23000000417232513,26,5,21,1,0,1,0,1991,1995,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2.4142889976501465,4.72738790512085
6,4,,,0.4399999976158142,26,5,21,1,0,1,0,1991,1995,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2.4142889976501465,4.72738790512085
7,5,,,3.0999999046325684,26,6,20,0,0,0,0,1989,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1.5293952226638794,3.8712010383605957
8,6,,3.7699999809265137,,149,3,146,0,1,0,0,1990,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
9,6,,4.170000076293945,,149,3,146,0,1,0,0,1990,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
10,6,,-2.700000047683716,3.2200000286102295,100,7,93,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
11,6,,2.25,4.949999809265137,100,7,93,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
12,6,,-2.359999895095825,3.9100000858306885,100,7,93,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
13,6,,2.2300000190734863,5.230000019073486,100,7,93,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1799826622009277,4.634728908538818
14,7,,,3.6500000953674316,21,2,19,1,0,0,0,1989,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
15,7,,,-0.4399999976158142,21,4,17,1,0,0,0,1989,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
16,7,,,1.149999976158142,21,5,16,1,0,0,0,1989,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
17,7,,,-1.6200000047683716,21,4,17,1,0,1,0,1989,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
18,7,,,4.630000114440918,21,2,19,1,0,0,0,1989,1997,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
19,7,,,1.0700000524520874,21,4,17,1,0,0,0,1989,1997,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
20,7,,,1.75,21,5,16,1,0,0,0,1989,1997,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
21,7,,,-0.18000000715255737,21,4,17,1,0,1,0,1989,1997,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2.169053792953491,4.543294906616211
22,8,,-8,3.1265194416046143,156,13,143,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
23,8,,-9.800000190734863,2.69530987739563,156,11,145,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,6,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
24,8,,-8.5,3.72703218460083,156,13,143,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
25,8,,-7.5,3.1861929893493652,156,13,143,0,1,0,1,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
26,8,,-3.5,9.40280818939209,156,13,143,0,1,0,0,1990,1995,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,8,1,1,0,0,0,0,0,0,0,1.900958776473999,4.317488193511963
27,8,,-7.300000190734863,1.5358197689056396,156,13,143,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
28,8,,-5.900000095367432,3.0203399658203125,156,14,142,0,1,0,0,1990,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,9,1,2,1,0,0,0,0,0,0,1.900958776473999,4.317488193511963
29,9,,-6.909999847412109,0.5939860939979553,168,6,162,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,1,3.3219480514526367,5.2364420890808105
30,9,,-7.53000020980835,0.5336918234825134,168,4,164,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,3.3219480514526367,5.2364420890808105
31,9,,-6.949999809265137,0.5462620258331299,168,3,165,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
32,9,,-6.860000133514404,0.4819642901420593,168,8,160,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
33,9,,-7.079999923706055,0.5493448376655579,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
34,9,,-7.179999828338623,0.5368918776512146,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
35,9,,-6.920000076293945,0.5733577609062195,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
36,9,,-7.409999847412109,0.531702995300293,168,8,160,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,2,0,0,0,1,3.3219480514526367,5.2364420890808105
37,9,,-7.71999979019165,0.6555163860321045,168,6,162,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,1,3.3219480514526367,5.2364420890808105
38,9,,-7.940000057220459,0.5478131771087646,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
39,9,,-7.929999828338623,0.5381053686141968,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
40,9,,-7.900000095367432,0.5759391784667969,168,7,161,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,1,3.3219480514526367,5.2364420890808105
41,9,,-7.989999771118164,0.5250647068023682,168,8,160,0,1,0,0,1990,1998,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,2,0,0,0,1,3.3219480514526367,5.2364420890808105
42,10,,,0.10000000149011612,25,4,21,0,0,0,0,1990,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
43,10,,,-0.7300000190734863,25,4,21,0,0,1,0,1990,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
44,10,,,-0.949999988079071,25,4,21,0,0,1,0,1990,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
45,10,,1.399999976158142,3.9750757217407227,192,5,187,0,1,0,0,1990,1998,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
46,10,,0.800000011920929,1.792109489440918,192,7,185,0,1,0,0,1990,1998,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
47,10,,-1.6100000143051147,-0.2682092487812042,189,7,182,0,1,1,0,1990,1998,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
48,10,,-0.10000000149011612,0.683431088924408,200,7,193,0,1,1,0,1990,1998,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2.9311938285827637,4.9628448486328125
49,11,,,-0.5600000023841858,28,5,23,0,0,0,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3.7323646545410156,5.908082962036133
50,11,,-2.4700000286102295,0.11107485741376877,140,6,134,0,1,1,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3.7323646545410156,5.908082962036133
51,11,,-2.2100000381469727,0.3756426274776459,140,10,130,0,1,1,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3.7323646545410156,5.908082962036133
52,11,,,6.96999979019165,140,14,126,0,1,1,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3.7323646545410156,5.908082962036133
53,11,,-1.5,0.08667217940092087,140,22,118,0,1,1,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3.7323646545410156,5.908082962036133
54,12,,,4.090000152587891,25,7,18,1,0,0,0,1990,1998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0.7472144365310669,2.397895336151123
55,12,,,3.059999942779541,25,7,18,1,0,0,0,1990,1993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0.7472144365310669,2.397895336151123
56,12,,,4.309999942779541,25,6,19,1,0,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.7472144365310669,2.397895336151123
57,12,,,4.360000133514404,25,5,20,1,0,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.7472144365310669,2.397895336151123
58,13,,-1.75,3.630000114440918,49,8,41,1,1,1,0,1990,1997,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1.145132303237915,2.7725887298583984
59,13,,-1.059999942779541,2.680000066757202,45,11,34,1,1,1,0,1990,1997,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,1,0,0,1.145132303237915,2.7725887298583984
60,14,,,5.269999980926514,118,8,110,1,1,0,0,1992,1998,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,3,1,1,1,0,0,1,1,0,1,1.2527629137039185,3.044522523880005
61,14,,,3.049999952316284,118,9,109,1,1,0,0,1992,1998,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,3,1,1,1,0,0,1,1,0,1,1.2527629137039185,3.044522523880005
62,14,,,1.6699999570846558,118,12,106,1,1,0,0,1992,1998,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,3,1,1,1,1,3,1,1,0,1,1.2527629137039185,3.044522523880005
63,15,,-2.6700000762939453,0.9618009924888611,125,6,119,1,1,0,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0.43531808257102966,1.945910096168518
64,15,,-0.9399999976158142,0.36996886134147644,125,14,111,1,1,0,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,3,1,0,0,1,2,0,1,0.43531808257102966,1.945910096168518
65,15,,-0.25,0.9559195637702942,125,14,111,1,1,1,0,1991,1995,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,3,1,0,0,1,2,0,1,0.43531808257102966,1.945910096168518
66,16,,,4.840000152587891,26,2,24,1,0,0,0,1995,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6132161617279053,5.181783676147461
67,16,,,3.740000009536743,26,2,24,1,0,0,0,1989,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6132161617279053,5.181783676147461
68,17,,-3.0199999809265137,4.150000095367432,275,14,261,0,1,0,1,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
69,17,,-2.809999942779541,0.8299999833106995,275,14,261,0,1,0,1,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
70,17,,,7.619999885559082,275,10,265,0,1,0,1,1990,2001,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
71,17,,-3.509999990463257,2.7100000381469727,275,13,262,0,1,0,1,1990,2001,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
72,17,,-3.5999999046325684,2.740000009536743,275,16,259,0,1,0,0,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,3,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
73,17,,-2.0199999809265137,1.899999976158142,275,14,261,0,1,1,0,1991,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
74,17,,-2.049999952316284,0.8299999833106995,275,14,261,0,1,1,0,1991,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
75,17,,-3.9200000762939453,0.9100000262260437,275,13,262,0,1,0,1,1990,2001,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
76,17,,-3.109999895095825,1.149999976158142,275,14,261,0,1,0,1,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
77,17,,-4.590000152587891,1.7999999523162842,125,14,111,0,1,0,1,1990,1995,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
78,17,,1.7400000095367432,0.07000000029802322,125,14,111,0,1,0,1,1996,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
79,17,,,4.960000038146973,275,14,261,0,1,0,1,1990,2001,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
80,17,,-2.5399999618530273,4.119999885559082,275,14,261,0,1,0,1,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
81,17,,-0.019999999552965164,0.5299999713897705,275,15,260,0,1,0,1,1993,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
82,17,,-4.199999809265137,2.319999933242798,275,17,258,0,1,0,0,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,3,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
83,17,,-5.019999980926514,2.759999990463257,275,16,259,0,1,0,0,1990,2001,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,1.974081039428711,3.465735912322998
84,18,,4.070000171661377,,100,4,96,0,1,0,1,1992,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2.798297166824341,5.2257466316223145
85,18,,2.700000047683716,,100,4,96,0,1,0,1,1992,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2.798297166824341,5.2257466316223145
86,18,,2.5399999618530273,,100,4,96,0,1,0,1,1992,1995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2.798297166824341,5.2257466316223145
87,18,,1.3200000524520874,,100,4,96,0,1,0,1,1992,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2.798297166824341,5.2257466316223145
88,18,,2.799999952316284,,100,4,96,0,1,0,1,1992,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2.798297166824341,5.2257466316223145
89,19,,,3.0999999046325684,164,5,159,0,1,1,0,1991,1998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,3.6521003246307373,5.826000213623047
90,19,,,3.3499999046325684,164,6,158,0,1,1,0,1991,1998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,3.6521003246307373,5.826000213623047
91,19,,,3.1500000953674316,164,5,159,0,1,1,0,1991,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,3.6521003246307373,5.826000213623047
92,20,,,-0.12999999523162842,76,8,68,0,0,0,0,1985,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,1,0,0,1,2,0,0,1.3268709182739258,3.610917806625366
93,20,,,-0.15000000596046448,76,8,68,0,0,0,0,1985,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,1,0,0,1,2,0,0,1.3268709182739258,3.610917806625366
94,20,,,-0.5400000214576721,76,10,66,0,0,0,0,1985,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,3,1,1,1,1,2,0,0,1.3268709182739258,3.610917806625366
95,21,,,4.329999923706055,24,2,22,1,0,0,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2274107933044434,5.828945636749268
96,21,,,0,24,4,20,1,0,0,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,3.2274107933044434,5.828945636749268
97,21,,,4.380000114440918,25,2,23,1,0,0,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2274107933044434,5.828945636749268
98,21,,,2.359999895095825,25,4,21,1,0,0,0,1991,1995,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,3.2274107933044434,5.828945636749268
99,22,,9.680000305175781,,216,4,212,0,1,0,1,1991,1999,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1.8458267450332642,3.4965076446533203
100,22,,4.170000076293945,,208,5,203,0,1,0,1,1991,1999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1.8458267450332642,3.4965076446533203
101,22,,2.700000047683716,,100,4,96,0,1,0,1,1991,1999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1.8458267450332642,3.4965076446533203
102,22,,7.690000057220459,,216,4,212,0,1,0,1,1991,1999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1.8458267450332642,3.4965076446533203
103,23,,-1.766442894935608,0.9816027879714966,269,9,260,1,1,0,0,1989,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
104,23,,-8.47276782989502,5.273482322692871,73,9,64,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
105,23,,-1.9411110877990723,1.015753984451294,196,9,187,1,1,0,0,1993,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
106,23,,-2.518181800842285,1.388533353805542,127,9,118,1,1,0,0,1993,1999,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
107,23,,-3.034074068069458,0.37859588861465454,69,8,61,1,1,0,0,1998,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
108,23,,-2.235954999923706,1.3450945615768433,269,8,261,1,1,0,0,1989,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1,1,0,0,0.8472979068756104,2.1972246170043945
109,23,,-2.235818862915039,2.6608731746673584,73,8,65,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1,1,0,0,0.8472979068756104,2.1972246170043945
110,23,,-2.531820774078369,0.7686753869056702,196,8,188,1,1,0,0,1993,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1,1,0,0,0.8472979068756104,2.1972246170043945
111,23,,-1.5278725624084473,1.7161054611206055,269,8,261,1,1,0,0,1989,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
112,23,,-2.5735416412353516,2.526355743408203,73,8,65,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
113,23,,-1.373180866241455,1.311009168624878,196,8,188,1,1,0,0,1993,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
114,23,,-0.9176938533782959,0.9009453654289246,127,8,119,1,1,0,0,1993,1999,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
115,23,,-1.4482873678207397,0.17959557473659515,69,7,62,1,1,0,0,1998,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.8472979068756104,2.1972246170043945
116,23,,-1.55653715133667,1.7643297910690308,294,8,286,1,1,0,0,1989,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
117,23,,-2.8329873085021973,2.157592296600342,72,8,64,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
118,23,,-2.782698154449463,1.7400639057159424,62,8,54,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
119,23,,-1.2610334157943726,1.4968267679214478,222,8,214,1,1,0,0,1993,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
120,23,,-0.5803152918815613,1.136353611946106,141,8,133,1,1,0,0,1993,1999,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
121,23,,-1.2687453031539917,0.20990046858787537,81,7,74,1,1,0,0,1998,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
122,23,,-1.6355581283569336,1.736493706703186,294,7,287,1,1,0,0,1989,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
123,23,,-2.945133924484253,2.1192173957824707,72,7,65,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
124,23,,-2.6416354179382324,1.7007625102996826,62,7,55,1,1,0,0,1989,1993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
125,23,,-1.705625295639038,1.2463650703430176,222,7,215,1,1,0,0,1993,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
126,23,,-1.0940825939178467,0.9072283506393433,141,7,134,1,1,0,0,1993,1999,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
127,23,,-1.3628787994384766,0.1659291386604309,81,6,75,1,1,0,0,1998,2001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.8472979068756104,2.1972246170043945
